"Address","Indexability","Indexability Status","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks"
"https://www.brainstorminc.com/blog/meet-the-2025-stormies-winners-powering-the-future-of-the-digital-employee-experience","Indexable","","0","","15","5","0","2.160","111","77","0","10","7","0"
"https://www.brainstorminc.com/blog/manage-project-in-five-easy-steps","Indexable","","0","","5","4","0","1.730","100","75","0","10","7","0"
"https://www.brainstorminc.com/blog/make-your-training-solution-a-strength-not-a-weakness","Indexable","","0","","4","3","0","1.300","101","76","0","11","8","0"
"https://www.brainstorminc.com/blog/make-your-managed-services-stand-out-by-using-the-training-triple-threat","Indexable","","0","","2","1","0","0.430","100","74","0","12","9","0"
"https://www.brainstorminc.com/blog/keep-more-clients-a-solid-answer-to-your-training-dilemma","Indexable","","0","","7","2","0","0.870","107","77","0","11","8","0"
"https://www.brainstorminc.com/blog/latest-microsoft-teams-updates","Indexable","","0","","2","1","0","0.430","100","74","0","10","7","0"
"https://www.brainstorminc.com/blog/jordan-morrow-influential-people-in-data","Indexable","","0","","4","3","0","1.300","98","72","0","12","9","0"
"https://www.brainstorminc.com/blog/its-time-to-beyond-past-ai-pilots","Indexable","","0","","3","2","0","0.870","102","75","0","16","10","0"
"https://www.brainstorminc.com/blog/it-revenue-drivers","Indexable","","0","","2","1","0","0.430","100","74","0","17","14","0"
"https://www.brainstorminc.com/blog/it-are-you-sick-of-providing-support","Indexable","","0","","7","6","0","2.600","101","76","0","13","10","0"
"https://www.brainstorminc.com/blog/it-managers-dread-user-adoption","Indexable","","0","","5","4","0","1.730","107","80","0","11","8","0"
"https://www.brainstorminc.com/blog/it-and-employee-experience-with-technology","Indexable","","0","","9","7","0","3.030","108","83","0","16","11","0"
"https://www.brainstorminc.com/blog/inter-pipeline-changes-up-change-management","Indexable","","0","","5","4","0","1.730","99","73","0","10","7","0"
"https://www.brainstorminc.com/blog/increase-microsoft-teams-adoption","Indexable","","0","","6","5","0","2.160","101","76","0","10","7","0"
"https://www.brainstorminc.com/blog/improve-security-awareness-training","Indexable","","0","","8","7","0","3.030","101","76","0","11","8","0"
"https://www.brainstorminc.com/blog/hr-the-new-tech-catalyst-shaping-the-future-of-work","Indexable","","0","","3","2","0","0.870","98","73","0","13","9","0"
"https://www.brainstorminc.com/blog/how-to-use-onenote","Indexable","","0","","4","3","0","1.300","102","77","0","11","8","0"
"https://www.brainstorminc.com/blog/how-to-work-from-your-phone-mobile-productivity-on-the-go","Indexable","","0","","3","2","0","0.870","100","74","0","14","11","0"
"https://www.brainstorminc.com/blog/how-to-use-microsoft-365-for-more-business-power","Indexable","","0","","7","6","0","2.600","103","77","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-use-microsoft-365-for-better-team-productivity","Indexable","","0","","5","4","0","1.730","100","75","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-use-microsoft-365-for-better-personal-productivity","Indexable","","0","","4","3","0","1.300","99","74","0","11","8","0"
"https://www.brainstorminc.com/blog/how-to-use-microsoft-365-for-better-communication","Indexable","","0","","10","8","0","3.460","102","77","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-use-microsoft-365-for-better-collaboration","Indexable","","0","","8","6","0","2.600","105","78","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-speed-up-customer-onboarding","Indexable","","0","","4","3","0","1.300","102","75","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-kick-the-3pm-slump-without-caffeine","Indexable","","0","","3","2","0","0.870","98","73","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-organize-emails-in-outlook","Indexable","","0","","5","4","0","1.730","99","74","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-record-a-powerpoint-presentation-to-share-later","Indexable","","0","","3","2","0","0.870","100","75","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-build-a-freaking-awesome-champions-program-0","Indexable","","0","","4","3","0","1.300","104","76","0","11","8","0"
"https://www.brainstorminc.com/blog/how-to-encourage-technology-adoption-within-your-organization","Indexable","","0","","10","8","0","3.460","105","78","0","14","11","0"
"https://www.brainstorminc.com/blog/how-to-do-breakout-rooms-in-zoom","Indexable","","0","","4","2","0","0.870","100","74","0","18","14","0"
"https://www.brainstorminc.com/blog/how-to-do-software-updates-that-are-easy-on-your-customer","Indexable","","0","","3","2","0","0.870","99","74","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-build-a-freaking-awesome-champions-program","Indexable","","0","","14","11","0","4.760","104","77","0","10","7","0"
"https://www.brainstorminc.com/blog/how-phishing-training-for-employees-can-prevent-human-error","Indexable","","0","","6","4","0","1.730","103","78","0","11","8","0"
"https://www.brainstorminc.com/blog/how-to-align-customer-success-and-customer-education","Indexable","","0","","7","6","0","2.600","104","78","0","12","9","0"
"https://www.brainstorminc.com/blog/how-to-actually-leave-work-behind-on-your-next-vacation","Indexable","","0","","2","1","0","0.430","97","72","0","11","8","0"
